alpha,beta,mach,Cnp [1/rad]
0.0,-0.03490658503988659,0.01,-7.1553
0.0,-0.026179938779914945,0.01,-6.0142
0.0,-0.017453292519943295,0.01,-4.3367
0.0,-0.008726646259971648,0.01,-2.2779
0.0,0.0,0.01,-0.0
0.0,0.008726646259971648,0.01,2.2779
0.0,0.017453292519943295,0.01,4.3367
0.0,0.026179938779914945,0.01,6.0142
0.0,0.03490658503988659,0.01,7.1553
0.008726646259971648,-0.03490658503988659,0.01,-6.8301
0.008726646259971648,-0.026179938779914945,0.01,-5.7427
0.008726646259971648,-0.017453292519943295,0.01,-4.1456
0.008726646259971648,-0.008726646259971648,0.01,-2.1695
0.008726646259971648,0.0,0.01,-0.0004
0.008726646259971648,0.008726646259971648,0.01,2.1695
0.008726646259971648,0.017453292519943295,0.01,4.1473
0.008726646259971648,0.026179938779914945,0.01,5.7461
0.008726646259971648,0.03490658503988659,0.01,6.8346
0.017453292519943295,-0.03490658503988659,0.01,-5.9789
0.017453292519943295,-0.026179938779914945,0.01,-4.961
0.017453292519943295,-0.017453292519943295,0.01,-3.579
0.017453292519943295,-0.008726646259971648,0.01,-1.8732
0.017453292519943295,0.0,0.01,-0.0027
0.017453292519943295,0.008726646259971648,0.01,1.8693
0.017453292519943295,0.017453292519943295,0.01,3.579
0.017453292519943295,0.026179938779914945,0.01,4.9653
0.017453292519943295,0.03490658503988659,0.01,5.9863
0.026179938779914945,-0.03490658503988659,0.01,-4.785
0.026179938779914945,-0.026179938779914945,0.01,-3.8193
0.026179938779914945,-0.017453292519943295,0.01,-2.6958
0.026179938779914945,-0.008726646259971648,0.01,-1.4199
0.026179938779914945,0.0,0.01,-0.0083
0.026179938779914945,0.008726646259971648,0.01,1.4057
0.026179938779914945,0.017453292519943295,0.01,2.6879
0.026179938779914945,0.026179938779914945,0.01,3.8193
0.026179938779914945,0.03490658503988659,0.01,4.7917
0.03490658503988659,-0.03490658503988659,0.01,-3.4313
0.03490658503988659,-0.026179938779914945,0.01,-2.5275
0.03490658503988659,-0.017453292519943295,0.01,-1.6697
0.03490658503988659,-0.008726646259971648,0.01,-0.84
0.03490658503988659,0.0,0.01,-0.0176
0.03490658503988659,0.008726646259971648,0.01,0.8079
0.03490658503988659,0.017453292519943295,0.01,1.646
0.03490658503988659,0.026179938779914945,0.01,2.5157
0.03490658503988659,0.03490658503988659,0.01,3.4313
-0.03490658503988659,-0.03490658503988659,0.1,-3.4413
-0.03490658503988659,-0.026179938779914945,0.1,-2.5228
-0.03490658503988659,-0.017453292519943295,0.1,-1.6504
-0.03490658503988659,-0.008726646259971648,0.1,-0.81
-0.03490658503988659,0.0,0.1,0.0175
-0.03490658503988659,0.008726646259971648,0.1,0.8421
-0.03490658503988659,0.017453292519943295,0.1,1.6741
-0.03490658503988659,0.026179938779914945,0.1,2.5346
-0.03490658503988659,0.03490658503988659,0.1,3.4413
-0.026179938779914945,-0.03490658503988659,0.1,-4.8047
-0.026179938779914945,-0.026179938779914945,0.1,-3.8291
-0.026179938779914945,-0.017453292519943295,0.1,-2.6941
-0.026179938779914945,-0.008726646259971648,0.1,-1.4088
-0.026179938779914945,0.0,0.1,0.0083
-0.026179938779914945,0.008726646259971648,0.1,1.423
-0.026179938779914945,0.017453292519943295,0.1,2.7021
-0.026179938779914945,0.026179938779914945,0.1,3.8291
-0.026179938779914945,0.03490658503988659,0.1,4.798
-0.017453292519943295,-0.03490658503988659,0.1,-6.0014
-0.017453292519943295,-0.026179938779914945,0.1,-4.9775
-0.017453292519943295,-0.017453292519943295,0.1,-3.5874
-0.017453292519943295,-0.008726646259971648,0.1,-1.8734
-0.017453292519943295,0.0,0.1,0.0027
-0.017453292519943295,0.008726646259971648,0.1,1.8773
-0.017453292519943295,0.017453292519943295,0.1,3.5873
-0.017453292519943295,0.026179938779914945,0.1,4.9732
-0.017453292519943295,0.03490658503988659,0.1,5.994
-0.008726646259971648,-0.03490658503988659,0.1,-6.851
-0.008726646259971648,-0.026179938779914945,0.1,-5.7597
-0.008726646259971648,-0.017453292519943295,0.1,-4.1573
-0.008726646259971648,-0.008726646259971648,0.1,-2.1748
-0.008726646259971648,0.0,0.1,0.0004
-0.008726646259971648,0.008726646259971648,0.1,2.1748
-0.008726646259971648,0.017453292519943295,0.1,4.1557
-0.008726646259971648,0.026179938779914945,0.1,5.7564
-0.008726646259971648,0.03490658503988659,0.1,6.8465
0.0,-0.03490658503988659,0.1,-7.1719
0.0,-0.026179938779914945,0.1,-6.0284
0.0,-0.017453292519943295,0.1,-4.3474
0.0,-0.008726646259971648,0.1,-2.2839
0.0,0.0,0.1,0.0
0.0,0.008726646259971648,0.1,2.2839
0.0,0.017453292519943295,0.1,4.3474
0.0,0.026179938779914945,0.1,6.0284
0.0,0.03490658503988659,0.1,7.1719
0.008726646259971648,-0.03490658503988659,0.1,-6.8464
0.008726646259971648,-0.026179938779914945,0.1,-5.7564
0.008726646259971648,-0.017453292519943295,0.1,-4.1557
0.008726646259971648,-0.008726646259971648,0.1,-2.1748
0.008726646259971648,0.0,0.1,-0.0004
0.008726646259971648,0.008726646259971648,0.1,2.1748
0.008726646259971648,0.017453292519943295,0.1,4.1573
0.008726646259971648,0.026179938779914945,0.1,5.7598
0.008726646259971648,0.03490658503988659,0.1,6.8509
0.017453292519943295,-0.03490658503988659,0.1,-5.994
0.017453292519943295,-0.026179938779914945,0.1,-4.9732
0.017453292519943295,-0.017453292519943295,0.1,-3.5874
0.017453292519943295,-0.008726646259971648,0.1,-1.8773
0.017453292519943295,0.0,0.1,-0.0027
0.017453292519943295,0.008726646259971648,0.1,1.8734
0.017453292519943295,0.017453292519943295,0.1,3.5874
0.017453292519943295,0.026179938779914945,0.1,4.9774
0.017453292519943295,0.03490658503988659,0.1,6.0014
0.026179938779914945,-0.03490658503988659,0.1,-4.798
0.026179938779914945,-0.026179938779914945,0.1,-3.8291
0.026179938779914945,-0.017453292519943295,0.1,-2.7021
0.026179938779914945,-0.008726646259971648,0.1,-1.423
0.026179938779914945,0.0,0.1,-0.0083
0.026179938779914945,0.008726646259971648,0.1,1.4088
0.026179938779914945,0.017453292519943295,0.1,2.6941
0.026179938779914945,0.026179938779914945,0.1,3.8291
0.026179938779914945,0.03490658503988659,0.1,4.8047
0.03490658503988659,-0.03490658503988659,0.1,-3.4413
0.03490658503988659,-0.026179938779914945,0.1,-2.5346
0.03490658503988659,-0.017453292519943295,0.1,-1.6741
0.03490658503988659,-0.008726646259971648,0.1,-0.8421
0.03490658503988659,0.0,0.1,-0.0175
0.03490658503988659,0.008726646259971648,0.1,0.81
0.03490658503988659,0.017453292519943295,0.1,1.6504
0.03490658503988659,0.026179938779914945,0.1,2.5227
0.03490658503988659,0.03490658503988659,0.1,3.4413
-0.03490658503988659,-0.03490658503988659,0.2,-3.446
-0.03490658503988659,-0.026179938779914945,0.2,-2.5252
-0.03490658503988659,-0.017453292519943295,0.2,-1.6515
-0.03490658503988659,-0.008726646259971648,0.2,-0.8103
-0.03490658503988659,0.0,0.2,0.0175
-0.03490658503988659,0.008726646259971648,0.2,0.8424
-0.03490658503988659,0.017453292519943295,0.2,1.6751
-0.03490658503988659,0.026179938779914945,0.2,2.5371
-0.03490658503988659,0.03490658503988659,0.2,3.446
-0.026179938779914945,-0.03490658503988659,0.2,-4.8105
-0.026179938779914945,-0.026179938779914945,0.2,-3.8329
-0.026179938779914945,-0.017453292519943295,0.2,-2.6961
-0.026179938779914945,-0.008726646259971648,0.2,-1.4096
-0.026179938779914945,0.0,0.2,0.0083
-0.026179938779914945,0.008726646259971648,0.2,1.4238
-0.026179938779914945,0.017453292519943295,0.2,2.7041
-0.026179938779914945,0.026179938779914945,0.2,3.8329
-0.026179938779914945,0.03490658503988659,0.2,4.8038
-0.017453292519943295,-0.03490658503988659,0.2,-6.0079
-0.017453292519943295,-0.026179938779914945,0.2,-4.9828
-0.017453292519943295,-0.017453292519943295,0.2,-3.5909
-0.017453292519943295,-0.008726646259971648,0.2,-1.8751
-0.017453292519943295,0.0,0.2,0.0027
-0.017453292519943295,0.008726646259971648,0.2,1.879
-0.017453292519943295,0.017453292519943295,0.2,3.5909
-0.017453292519943295,0.026179938779914945,0.2,4.9785
-0.017453292519943295,0.03490658503988659,0.2,6.0005
-0.008726646259971648,-0.03490658503988659,0.2,-6.858
-0.008726646259971648,-0.026179938779914945,0.2,-5.7661
-0.008726646259971648,-0.017453292519943295,0.2,-4.1624
-0.008726646259971648,-0.008726646259971648,0.2,-2.1776
-0.008726646259971648,0.0,0.2,0.0004
-0.008726646259971648,0.008726646259971648,0.2,2.1776
-0.008726646259971648,0.017453292519943295,0.2,4.1607
-0.008726646259971648,0.026179938779914945,0.2,5.7627
-0.008726646259971648,0.03490658503988659,0.2,6.8535
0.0,-0.03490658503988659,0.2,-7.1791
0.0,-0.026179938779914945,0.2,-6.0351
0.0,-0.017453292519943295,0.2,-4.3529
0.0,-0.008726646259971648,0.2,-2.2872
0.0,0.0,0.2,-0.0
0.0,0.008726646259971648,0.2,2.2872
0.0,0.017453292519943295,0.2,4.3529
0.0,0.026179938779914945,0.2,6.0351
0.0,0.03490658503988659,0.2,7.1791
0.008726646259971648,-0.03490658503988659,0.2,-6.8534
0.008726646259971648,-0.026179938779914945,0.2,-5.7627
0.008726646259971648,-0.017453292519943295,0.2,-4.1607
0.008726646259971648,-0.008726646259971648,0.2,-2.1776
0.008726646259971648,0.0,0.2,-0.0004
0.008726646259971648,0.008726646259971648,0.2,2.1776
0.008726646259971648,0.017453292519943295,0.2,4.1624
0.008726646259971648,0.026179938779914945,0.2,5.7661
0.008726646259971648,0.03490658503988659,0.2,6.8579
0.017453292519943295,-0.03490658503988659,0.2,-6.0005
0.017453292519943295,-0.026179938779914945,0.2,-4.9785
0.017453292519943295,-0.017453292519943295,0.2,-3.5909
0.017453292519943295,-0.008726646259971648,0.2,-1.879
0.017453292519943295,0.0,0.2,-0.0027
0.017453292519943295,0.008726646259971648,0.2,1.8751
0.017453292519943295,0.017453292519943295,0.2,3.5909
0.017453292519943295,0.026179938779914945,0.2,4.9828
0.017453292519943295,0.03490658503988659,0.2,6.0079
0.026179938779914945,-0.03490658503988659,0.2,-4.8038
0.026179938779914945,-0.026179938779914945,0.2,-3.8329
0.026179938779914945,-0.017453292519943295,0.2,-2.704
0.026179938779914945,-0.008726646259971648,0.2,-1.4238
0.026179938779914945,0.0,0.2,-0.0083
0.026179938779914945,0.008726646259971648,0.2,1.4096
0.026179938779914945,0.017453292519943295,0.2,2.6961
0.026179938779914945,0.026179938779914945,0.2,3.8329
0.026179938779914945,0.03490658503988659,0.2,4.8105
0.03490658503988659,-0.03490658503988659,0.2,-3.446
0.03490658503988659,-0.026179938779914945,0.2,-2.537
0.03490658503988659,-0.017453292519943295,0.2,-1.6751
0.03490658503988659,-0.008726646259971648,0.2,-0.8424
0.03490658503988659,0.0,0.2,-0.0175
0.03490658503988659,0.008726646259971648,0.2,0.8103
0.03490658503988659,0.017453292519943295,0.2,1.6515
0.03490658503988659,0.026179938779914945,0.2,2.5252
0.03490658503988659,0.03490658503988659,0.2,3.446
-0.03490658503988659,-0.03490658503988659,0.3,-3.4476
-0.03490658503988659,-0.026179938779914945,0.3,-2.5248
-0.03490658503988659,-0.017453292519943295,0.3,-1.6504
-0.03490658503988659,-0.008726646259971648,0.3,-0.8095
-0.03490658503988659,0.0,0.3,0.0175
-0.03490658503988659,0.008726646259971648,0.3,0.8414
-0.03490658503988659,0.017453292519943295,0.3,1.6739
-0.03490658503988659,0.026179938779914945,0.3,2.5366
-0.03490658503988659,0.03490658503988659,0.3,3.4475
-0.026179938779914945,-0.03490658503988659,0.3,-4.8121
-0.026179938779914945,-0.026179938779914945,0.3,-3.8332
-0.026179938779914945,-0.017453292519943295,0.3,-2.6956
-0.026179938779914945,-0.008726646259971648,0.3,-1.4092
-0.026179938779914945,0.0,0.3,0.0082
-0.026179938779914945,0.008726646259971648,0.3,1.4233
-0.026179938779914945,0.017453292519943295,0.3,2.7036
-0.026179938779914945,0.026179938779914945,0.3,3.8332
-0.026179938779914945,0.03490658503988659,0.3,4.8054
-0.017453292519943295,-0.03490658503988659,0.3,-6.0098
-0.017453292519943295,-0.026179938779914945,0.3,-4.9844
-0.017453292519943295,-0.017453292519943295,0.3,-3.592
-0.017453292519943295,-0.008726646259971648,0.3,-1.8756
-0.017453292519943295,0.0,0.3,0.0027
-0.017453292519943295,0.008726646259971648,0.3,1.8795
-0.017453292519943295,0.017453292519943295,0.3,3.592
-0.017453292519943295,0.026179938779914945,0.3,4.9801
-0.017453292519943295,0.03490658503988659,0.3,6.0024
-0.008726646259971648,-0.03490658503988659,0.3,-6.86
-0.008726646259971648,-0.026179938779914945,0.3,-5.7686
-0.008726646259971648,-0.017453292519943295,0.3,-4.1649
-0.008726646259971648,-0.008726646259971648,0.3,-2.1791
-0.008726646259971648,0.0,0.3,0.0004
-0.008726646259971648,0.008726646259971648,0.3,2.1791
-0.008726646259971648,0.017453292519943295,0.3,4.1632
-0.008726646259971648,0.026179938779914945,0.3,5.7653
-0.008726646259971648,0.03490658503988659,0.3,6.8555
0.0,-0.03490658503988659,0.3,-7.1812
0.0,-0.026179938779914945,0.3,-6.038
0.0,-0.017453292519943295,0.3,-4.3559
0.0,-0.008726646259971648,0.3,-2.2893
0.0,0.0,0.3,-0.0
0.0,0.008726646259971648,0.3,2.2893
0.0,0.017453292519943295,0.3,4.3559
0.0,0.026179938779914945,0.3,6.0381
0.0,0.03490658503988659,0.3,7.1812
0.008726646259971648,-0.03490658503988659,0.3,-6.8555
0.008726646259971648,-0.026179938779914945,0.3,-5.7653
0.008726646259971648,-0.017453292519943295,0.3,-4.1632
0.008726646259971648,-0.008726646259971648,0.3,-2.1791
0.008726646259971648,0.0,0.3,-0.0004
0.008726646259971648,0.008726646259971648,0.3,2.1791
0.008726646259971648,0.017453292519943295,0.3,4.1649
0.008726646259971648,0.026179938779914945,0.3,5.7687
0.008726646259971648,0.03490658503988659,0.3,6.86
0.017453292519943295,-0.03490658503988659,0.3,-6.0024
0.017453292519943295,-0.026179938779914945,0.3,-4.9801
0.017453292519943295,-0.017453292519943295,0.3,-3.592
0.017453292519943295,-0.008726646259971648,0.3,-1.8794
0.017453292519943295,0.0,0.3,-0.0027
0.017453292519943295,0.008726646259971648,0.3,1.8756
0.017453292519943295,0.017453292519943295,0.3,3.592
0.017453292519943295,0.026179938779914945,0.3,4.9844
0.017453292519943295,0.03490658503988659,0.3,6.0098
0.026179938779914945,-0.03490658503988659,0.3,-4.8054
0.026179938779914945,-0.026179938779914945,0.3,-3.8332
0.026179938779914945,-0.017453292519943295,0.3,-2.7036
0.026179938779914945,-0.008726646259971648,0.3,-1.4233
0.026179938779914945,0.0,0.3,-0.0083
0.026179938779914945,0.008726646259971648,0.3,1.4092
0.026179938779914945,0.017453292519943295,0.3,2.6956
0.026179938779914945,0.026179938779914945,0.3,3.8332
0.026179938779914945,0.03490658503988659,0.3,4.8121
0.03490658503988659,-0.03490658503988659,0.3,-3.4475
0.03490658503988659,-0.026179938779914945,0.3,-2.5366
0.03490658503988659,-0.017453292519943295,0.3,-1.6739
0.03490658503988659,-0.008726646259971648,0.3,-0.8414
0.03490658503988659,0.0,0.3,-0.0175
0.03490658503988659,0.008726646259971648,0.3,0.8094
0.03490658503988659,0.017453292519943295,0.3,1.6504
0.03490658503988659,0.026179938779914945,0.3,2.5248
0.03490658503988659,0.03490658503988659,0.3,3.4476
-0.03490658503988659,-0.03490658503988659,0.4,-3.4315
-0.03490658503988659,-0.026179938779914945,0.4,-2.5111
-0.03490658503988659,-0.017453292519943295,0.4,-1.6403
-0.03490658503988659,-0.008726646259971648,0.4,-0.8042
-0.03490658503988659,0.0,0.4,0.0173
-0.03490658503988659,0.008726646259971648,0.4,0.8359
-0.03490658503988659,0.017453292519943295,0.4,1.6637
-0.03490658503988659,0.026179938779914945,0.4,2.5228
-0.03490658503988659,0.03490658503988659,0.4,3.4315
-0.026179938779914945,-0.03490658503988659,0.4,-4.7908
-0.026179938779914945,-0.026179938779914945,0.4,-3.8154
-0.026179938779914945,-0.017453292519943295,0.4,-2.6826
-0.026179938779914945,-0.008726646259971648,0.4,-1.4022
-0.026179938779914945,0.0,0.4,0.0082
-0.026179938779914945,0.008726646259971648,0.4,1.4163
-0.026179938779914945,0.017453292519943295,0.4,2.6904
-0.026179938779914945,0.026179938779914945,0.4,3.8155
-0.026179938779914945,0.03490658503988659,0.4,4.7842
-0.017453292519943295,-0.03490658503988659,0.4,-5.9843
-0.017453292519943295,-0.026179938779914945,0.4,-4.9637
-0.017453292519943295,-0.017453292519943295,0.4,-3.5773
-0.017453292519943295,-0.008726646259971648,0.4,-1.8679
-0.017453292519943295,0.0,0.4,0.0027
-0.017453292519943295,0.008726646259971648,0.4,1.8717
-0.017453292519943295,0.017453292519943295,0.4,3.5773
-0.017453292519943295,0.026179938779914945,0.4,4.9595
-0.017453292519943295,0.03490658503988659,0.4,5.9769
-0.008726646259971648,-0.03490658503988659,0.4,-6.8317
-0.008726646259971648,-0.026179938779914945,0.4,-5.7463
-0.008726646259971648,-0.017453292519943295,0.4,-4.1496
-0.008726646259971648,-0.008726646259971648,0.4,-2.1714
-0.008726646259971648,0.0,0.4,0.0004
-0.008726646259971648,0.008726646259971648,0.4,2.1714
-0.008726646259971648,0.017453292519943295,0.4,4.148
-0.008726646259971648,0.026179938779914945,0.4,5.7429
-0.008726646259971648,0.03490658503988659,0.4,6.8272
0.0,-0.03490658503988659,0.4,-7.1519
0.0,-0.026179938779914945,0.4,-6.0151
0.0,-0.017453292519943295,0.4,-4.3405
0.0,-0.008726646259971648,0.4,-2.2817
0.0,0.0,0.4,-0.0
0.0,0.008726646259971648,0.4,2.2817
0.0,0.017453292519943295,0.4,4.3405
0.0,0.026179938779914945,0.4,6.0151
0.0,0.03490658503988659,0.4,7.1519
0.008726646259971648,-0.03490658503988659,0.4,-6.8272
0.008726646259971648,-0.026179938779914945,0.4,-5.7429
0.008726646259971648,-0.017453292519943295,0.4,-4.148
0.008726646259971648,-0.008726646259971648,0.4,-2.1714
0.008726646259971648,0.0,0.4,-0.0004
0.008726646259971648,0.008726646259971648,0.4,2.1714
0.008726646259971648,0.017453292519943295,0.4,4.1496
0.008726646259971648,0.026179938779914945,0.4,5.7463
0.008726646259971648,0.03490658503988659,0.4,6.8317
0.017453292519943295,-0.03490658503988659,0.4,-5.9769
0.017453292519943295,-0.026179938779914945,0.4,-4.9595
0.017453292519943295,-0.017453292519943295,0.4,-3.5773
0.017453292519943295,-0.008726646259971648,0.4,-1.8717
0.017453292519943295,0.0,0.4,-0.0027
0.017453292519943295,0.008726646259971648,0.4,1.8679
0.017453292519943295,0.017453292519943295,0.4,3.5773
0.017453292519943295,0.026179938779914945,0.4,4.9637
0.017453292519943295,0.03490658503988659,0.4,5.9843
0.026179938779914945,-0.03490658503988659,0.4,-4.7842
0.026179938779914945,-0.026179938779914945,0.4,-3.8154
0.026179938779914945,-0.017453292519943295,0.4,-2.6904
0.026179938779914945,-0.008726646259971648,0.4,-1.4163
0.026179938779914945,0.0,0.4,-0.0082
0.026179938779914945,0.008726646259971648,0.4,1.4022
0.026179938779914945,0.017453292519943295,0.4,2.6826
0.026179938779914945,0.026179938779914945,0.4,3.8155
0.026179938779914945,0.03490658503988659,0.4,4.7908
0.03490658503988659,-0.03490658503988659,0.4,-3.4315
0.03490658503988659,-0.026179938779914945,0.4,-2.5228
0.03490658503988659,-0.017453292519943295,0.4,-1.6637
0.03490658503988659,-0.008726646259971648,0.4,-0.8359
0.03490658503988659,0.0,0.4,-0.0174
0.03490658503988659,0.008726646259971648,0.4,0.8042
0.03490658503988659,0.017453292519943295,0.4,1.6403
0.03490658503988659,0.026179938779914945,0.4,2.5111
0.03490658503988659,0.03490658503988659,0.4,3.4315
-0.03490658503988659,-0.03490658503988659,0.5,-3.4076
-0.03490658503988659,-0.026179938779914945,0.5,-2.4918
-0.03490658503988659,-0.017453292519943295,0.5,-1.6267
-0.03490658503988659,-0.008726646259971648,0.5,-0.7971
-0.03490658503988659,0.0,0.5,0.0172
-0.03490658503988659,0.008726646259971648,0.5,0.8286
-0.03490658503988659,0.017453292519943295,0.5,1.6499
-0.03490658503988659,0.026179938779914945,0.5,2.5034
-0.03490658503988659,0.03490658503988659,0.5,3.4076
-0.026179938779914945,-0.03490658503988659,0.5,-4.7598
-0.026179938779914945,-0.026179938779914945,0.5,-3.7901
-0.026179938779914945,-0.017453292519943295,0.5,-2.6643
-0.026179938779914945,-0.008726646259971648,0.5,-1.3925
-0.026179938779914945,0.0,0.5,0.0081
-0.026179938779914945,0.008726646259971648,0.5,1.4065
-0.026179938779914945,0.017453292519943295,0.5,2.6721
-0.026179938779914945,0.026179938779914945,0.5,3.7901
-0.026179938779914945,0.03490658503988659,0.5,4.7532
-0.017453292519943295,-0.03490658503988659,0.5,-5.9472
-0.017453292519943295,-0.026179938779914945,0.5,-4.9337
-0.017453292519943295,-0.017453292519943295,0.5,-3.5559
-0.017453292519943295,-0.008726646259971648,0.5,-1.8567
-0.017453292519943295,0.0,0.5,0.0027
-0.017453292519943295,0.008726646259971648,0.5,1.8605
-0.017453292519943295,0.017453292519943295,0.5,3.5559
-0.017453292519943295,0.026179938779914945,0.5,4.9295
-0.017453292519943295,0.03490658503988659,0.5,5.94
-0.008726646259971648,-0.03490658503988659,0.5,-6.7905
-0.008726646259971648,-0.026179938779914945,0.5,-5.7132
-0.008726646259971648,-0.017453292519943295,0.5,-4.1267
-0.008726646259971648,-0.008726646259971648,0.5,-2.1597
-0.008726646259971648,0.0,0.5,0.0004
-0.008726646259971648,0.008726646259971648,0.5,2.1597
-0.008726646259971648,0.017453292519943295,0.5,4.1251
-0.008726646259971648,0.026179938779914945,0.5,5.7099
-0.008726646259971648,0.03490658503988659,0.5,6.7861
0.0,-0.03490658503988659,0.5,-7.1091
0.0,-0.026179938779914945,0.5,-5.9811
0.0,-0.017453292519943295,0.5,-4.3172
0.0,-0.008726646259971648,0.5,-2.27
0.0,0.0,0.5,-0.0
0.0,0.008726646259971648,0.5,2.27
0.0,0.017453292519943295,0.5,4.3172
0.0,0.026179938779914945,0.5,5.9811
0.0,0.03490658503988659,0.5,7.1091
0.008726646259971648,-0.03490658503988659,0.5,-6.7861
0.008726646259971648,-0.026179938779914945,0.5,-5.7099
0.008726646259971648,-0.017453292519943295,0.5,-4.1251
0.008726646259971648,-0.008726646259971648,0.5,-2.1597
0.008726646259971648,0.0,0.5,-0.0004
0.008726646259971648,0.008726646259971648,0.5,2.1597
0.008726646259971648,0.017453292519943295,0.5,4.1267
0.008726646259971648,0.026179938779914945,0.5,5.7132
0.008726646259971648,0.03490658503988659,0.5,6.7905
0.017453292519943295,-0.03490658503988659,0.5,-5.9399
0.017453292519943295,-0.026179938779914945,0.5,-4.9295
0.017453292519943295,-0.017453292519943295,0.5,-3.5559
0.017453292519943295,-0.008726646259971648,0.5,-1.8605
0.017453292519943295,0.0,0.5,-0.0027
0.017453292519943295,0.008726646259971648,0.5,1.8567
0.017453292519943295,0.017453292519943295,0.5,3.5559
0.017453292519943295,0.026179938779914945,0.5,4.9337
0.017453292519943295,0.03490658503988659,0.5,5.9472
0.026179938779914945,-0.03490658503988659,0.5,-4.7532
0.026179938779914945,-0.026179938779914945,0.5,-3.7901
0.026179938779914945,-0.017453292519943295,0.5,-2.6721
0.026179938779914945,-0.008726646259971648,0.5,-1.4065
0.026179938779914945,0.0,0.5,-0.0081
0.026179938779914945,0.008726646259971648,0.5,1.3925
0.026179938779914945,0.017453292519943295,0.5,2.6643
0.026179938779914945,0.026179938779914945,0.5,3.7901
0.026179938779914945,0.03490658503988659,0.5,4.7598
0.03490658503988659,-0.03490658503988659,0.5,-3.4076
0.03490658503988659,-0.026179938779914945,0.5,-2.5034
0.03490658503988659,-0.017453292519943295,0.5,-1.6499
0.03490658503988659,-0.008726646259971648,0.5,-0.8286
0.03490658503988659,0.0,0.5,-0.0172
0.03490658503988659,0.008726646259971648,0.5,0.7971
0.03490658503988659,0.017453292519943295,0.5,1.6267
0.03490658503988659,0.026179938779914945,0.5,2.4917
0.03490658503988659,0.03490658503988659,0.5,3.4076
-0.03490658503988659,-0.03490658503988659,0.6,-3.3828
-0.03490658503988659,-0.026179938779914945,0.6,-2.4741
-0.03490658503988659,-0.017453292519943295,0.6,-1.6153
-0.03490658503988659,-0.008726646259971648,0.6,-0.7916
-0.03490658503988659,0.0,0.6,0.017
-0.03490658503988659,0.008726646259971648,0.6,0.8228
-0.03490658503988659,0.017453292519943295,0.6,1.6383
-0.03490658503988659,0.026179938779914945,0.6,2.4856
-0.03490658503988659,0.03490658503988659,0.6,3.3828
-0.026179938779914945,-0.03490658503988659,0.6,-4.729
-0.026179938779914945,-0.026179938779914945,0.6,-3.7659
-0.026179938779914945,-0.017453292519943295,0.6,-2.647
-0.026179938779914945,-0.008726646259971648,0.6,-1.3833
-0.026179938779914945,0.0,0.6,0.008
-0.026179938779914945,0.008726646259971648,0.6,1.3971
-0.026179938779914945,0.017453292519943295,0.6,2.6547
-0.026179938779914945,0.026179938779914945,0.6,3.7658
-0.026179938779914945,0.03490658503988659,0.6,4.7225
-0.017453292519943295,-0.03490658503988659,0.6,-5.9102
-0.017453292519943295,-0.026179938779914945,0.6,-4.9034
-0.017453292519943295,-0.017453292519943295,0.6,-3.5339
-0.017453292519943295,-0.008726646259971648,0.6,-1.8451
-0.017453292519943295,0.0,0.6,0.0026
-0.017453292519943295,0.008726646259971648,0.6,1.8488
-0.017453292519943295,0.017453292519943295,0.6,3.5338
-0.017453292519943295,0.026179938779914945,0.6,4.8992
